SiteId,Site Type,System Name,x,y,z,Region (Calculated),Region (Journal),Primary Star,Body Name,POI Id,Body Sub Type,Gravity,Distance To Arrival,Surface Temperature,Volcanism,Orbital Period,Rotational Period,Orbital Eccentricity,Reported By,
210,Beta,COL 173 SECTOR RH-C B29-1,1306.15625,-179.21875,-71.71875,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 3,3,High metal content world,0.1612444928,2170,278,No volcanism,3.302102141,3.30211046,0.00038,Namix,
211,Gamma,PRAI HYPOO GF-E C10,-9308.09375,-406.1875,7927.40625,Temple,Temple,M (Red dwarf) Star,B 4,3,High metal content world,0.1495310721,1753,280,No volcanism,6.107690158,8.938398275,0.121903,Baton,
212,Gamma,PRAI HYPOO GF-E C10,-9308.09375,-406.1875,7927.40625,Temple,Temple,M (Red dwarf) Star,B 4,1,High metal content world,0.1495310721,1753,280,No volcanism,6.107690158,8.938398275,0.121903,Baton,
213,Gamma,PRAI HYPOO GF-E C10,-9308.09375,-406.1875,7927.40625,Temple,Temple,M (Red dwarf) Star,B 4,2,High metal content world,0.1495310721,1753,280,No volcanism,6.107690158,8.938398275,0.121903,Baton,
214,Alpha,EORL AUWSY SY-Z D13-3468,4948.46875,165.0625,20654.53125,Empyrean Straits,Empyrean Straits,F (White) Star,ABC 1 H,1,Rocky body,0.1415755856,1312,239,No volcanism,32.2859548,32.28622054,0.001669,b0rys,
215,Alpha,COL 173 SECTOR XF-N D7-105,1293.5625,-175.625,-48.3125,Inner Orion Spur,Inner Orion Spur,F (White) Star,A 4 A,1,Rocky body,0.1482699057,2026,224,No volcanism,4.155704062,-4.155748954,0.000679,BlakeA,
216,Gamma,COL 173 SECTOR XF-N D7-105,1293.5625,-175.625,-48.3125,Inner Orion Spur,Inner Orion Spur,F (White) Star,A 4 A,2,Rocky body,0.1482699057,2026,224,No volcanism,4.155704062,-4.155748954,0.000679,Namix,
217,Gamma,COL 173 SECTOR XF-N D7-105,1293.5625,-175.625,-48.3125,Inner Orion Spur,Inner Orion Spur,F (White) Star,A 4 A,3,Rocky body,0.1482699057,2026,224,No volcanism,4.155704062,-4.155748954,0.000679,Namix,
218,Gamma,EORL AUWSY SY-Z D13-3861,4950.3125,166.8125,20641.59375,Empyrean Straits,Empyrean Straits,F (White) Star,3 C,1,Rocky body,0.2978557012,1184,243,No volcanism,5.954157837,5.954315958,0.004715,b0rys,
219,Beta,EORL AUWSY SY-Z D13-3861,4950.3125,166.8125,20641.59375,Empyrean Straits,Empyrean Straits,F (White) Star,3 C,2,Rocky body,0.2978557012,1184,243,No volcanism,5.954157837,5.954315958,0.004715,b0rys,
220,Alpha,EORL AUWSY SY-Z D13-3861,4950.3125,166.8125,20641.59375,Empyrean Straits,Empyrean Straits,F (White) Star,4 C,1,Rocky body,0.1342744478,1789,209,No volcanism,3.610218151,3.50775507,0.003831,Factabulous,
221,Gamma,EORL AUWSY SY-Z D13-3468,4948.46875,165.0625,20654.53125,Empyrean Straits,Empyrean Straits,F (White) Star,ABC 3 C,2,Rocky body,0.2073032464,3895,241,No volcanism,3.342902495,3.342969393,0.003736,Factabulous,
222,Beta,EORL AUWSY SY-Z D13-3468,4948.46875,165.0625,20654.53125,Empyrean Straits,Empyrean Straits,F (White) Star,ABC 3 C,1,Rocky body,0.2073032464,3895,241,No volcanism,3.342902495,3.342969393,0.003736,Factabulous,
223,Alpha,PRAI HYPOO QC-C D31,-9294.75,-379.9375,7952.03125,Temple,Temple,G (White-Yellow) Star,2 A,2,Rocky body,0.2144776692,691,286,No volcanism,2.305224193,2.226698873,0.001752,Baton,
224,Alpha,PRAI HYPOO QC-C D31,-9294.75,-379.9375,7952.03125,Temple,Temple,G (White-Yellow) Star,2 A,1,Rocky body,0.2144776692,691,286,No volcanism,2.305224193,2.226698873,0.001752,Baton,
225,Gamma,COL 173 SECTOR YG-A C15-12,1301.71875,-172.84375,-39.375,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,B 1,2,High metal content world,0.1746864702,3123,276,No volcanism,50.32067429,50.32068541,0.001055,Namix,
226,Gamma,COL 173 SECTOR YG-A C15-12,1301.71875,-172.84375,-39.375,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,B 1,1,High metal content world,0.1746864702,3123,276,No volcanism,50.32067429,50.32068541,0.001055,Namix,
227,Gamma,BLAA HYPAI LZ-F B27-0,1251.4375,-752.71875,12330.53125,Norma Expanse,Norma Expanse,M (Red dwarf) Star,A 5,1,High metal content world,0.2156859099,56,298,No volcanism,24.525706,24.52573264,0.001055,Astinius,
228,Alpha,BLAA HYPAI LZ-F B27-0,1251.4375,-752.71875,12330.53125,Norma Expanse,Norma Expanse,M (Red dwarf) Star,A 5,2,High metal content world,0.2156859099,56,298,No volcanism,24.525706,24.52573264,0.001055,Astinius,
229,Gamma,BLAA HYPAI LZ-F B27-0,1251.4375,-752.71875,12330.53125,Norma Expanse,Norma Expanse,M (Red dwarf) Star,A 5,3,High metal content world,0.2156859099,56,298,No volcanism,24.525706,24.52573264,0.001055,Astinius,
230,Gamma,BLAA HYPAI OZ-O D6-16,1285.5,-731.65625,12309.34375,Norma Expanse,Norma Expanse,F (White) Star,4 C,3,Rocky body,0.1670820323,1012,299,No volcanism,5.989166046,-5.896148019,0.002326,Baton,
231,Gamma,BLAA HYPAI OZ-O D6-16,1285.5,-731.65625,12309.34375,Norma Expanse,Norma Expanse,F (White) Star,4 C,2,Rocky body,0.1670820323,1012,299,No volcanism,5.989166046,-5.896148019,0.002326,Baton,
232,Beta,BLAA HYPAI OZ-O D6-16,1285.5,-731.65625,12309.34375,Norma Expanse,Norma Expanse,F (White) Star,4 C,1,Rocky body,0.1670820323,1012,299,No volcanism,5.989166046,-5.896148019,0.002326,Baton,
233,Alpha,NGC 3199 SECTOR IM-V C2-5,14619.96875,-220.375,3560.375,Outer Orion Spur,Outer Orion Spur,T Tauri Star,B 4,1,High metal content world,0.1542403298,231612,280,Minor Metallic Magma,0.8237696218,1.133036332,0.176542,b0rys,
234,Beta,NGC 3199 SECTOR IM-V C2-5,14619.96875,-220.375,3560.375,Outer Orion Spur,Outer Orion Spur,T Tauri Star,B 3,2,High metal content world,0.1603775142,231612,280,Minor Metallic Magma,0.8237696218,0.7998673462,0.176542,b0rys,
235,Beta,NGC 3199 SECTOR IM-V C2-5,14619.96875,-220.375,3560.375,Outer Orion Spur,Outer Orion Spur,T Tauri Star,B 3,1,High metal content world,0.1603775142,231612,280,Minor Metallic Magma,0.8237696218,0.7998673462,0.176542,b0rys,
236,Gamma,COL 173 SECTOR AU-Y B30-2,1329.46875,-178.09375,-25.40625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 4,1,High metal content world,0.1859672163,1514,290,No volcanism,4.293897569,4.293898655,0.007568,Cymoril Irsei,
237,Beta,COL 173 SECTOR AU-Y B30-2,1329.46875,-178.09375,-25.40625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 4,2,High metal content world,0.1859672163,1514,290,No volcanism,4.293897569,4.293898655,0.007568,Cymoril Irsei,
238,Beta,NGC 3199 SECTOR MC-V C2-8,14619.8125,-275.40625,3560.90625,Outer Orion Spur,Outer Orion Spur,T Tauri Star,A 5,2,High metal content world,0.1742854601,93,240,No volcanism,43.90534289,7.534448988,0.001478,b0rys,
239,Alpha,NGC 3199 SECTOR MC-V C2-8,14619.8125,-275.40625,3560.90625,Outer Orion Spur,Outer Orion Spur,T Tauri Star,A 5,1,High metal content world,0.1742854601,93,240,No volcanism,43.90534289,7.534448988,0.001478,b0rys,
240,Beta,BLAE EORK UL-J B56-1,8710.15625,-113.9375,2702,Outer Orion Spur,Outer Orion Spur,M (Red dwarf) Star,A 3,3,High metal content world,0.1545504818,62,283,No volcanism,1.2383461,1.690175302,0.149139,Den Elton,
241,Alpha,BLAE EORK UL-J B56-1,8710.15625,-113.9375,2702,Outer Orion Spur,Outer Orion Spur,M (Red dwarf) Star,A 3,1,High metal content world,0.1545504818,62,283,No volcanism,1.2383461,1.690175302,0.149139,Den Elton,
242,Alpha,BLAE EORK UL-J B56-1,8710.15625,-113.9375,2702,Outer Orion Spur,Outer Orion Spur,M (Red dwarf) Star,A 3,2,High metal content world,0.1545504818,62,283,No volcanism,1.2383461,1.690175302,0.149139,Den Elton,
243,Beta,NGC 3199 SECTOR DL-Y D12,14563.875,-302.53125,3509.9375,Outer Orion Spur,Outer Orion Spur,A (Blue-White) Star,1 A,2,Rocky body,0.1365519906,852,281,Major Silicate Vapour Geysers,0.7843358925,-0.784339748,0.000003,Baton,
244,Alpha,NGC 3199 SECTOR DL-Y D12,14563.875,-302.53125,3509.9375,Outer Orion Spur,Outer Orion Spur,A (Blue-White) Star,1 A,1,Rocky body,0.1365519906,852,281,Major Silicate Vapour Geysers,0.7843358925,-0.784339748,0.000003,Baton,
245,Gamma,NGC 3199 SECTOR BV-Y C2,14595.53125,-225.84375,3490.34375,Outer Orion Spur,Outer Orion Spur,K (Yellow-Orange) Star,B 1,1,High metal content world,0.2110777669,4921,282,No volcanism,78.26264258,4.842047364,0.000769,Baton,
246,Gamma,NGC 3199 SECTOR BV-Y C2,14595.53125,-225.84375,3490.34375,Outer Orion Spur,Outer Orion Spur,K (Yellow-Orange) Star,B 1,2,High metal content world,0.2110777669,4921,282,No volcanism,78.26264258,4.842047364,0.000769,Baton,
247,Alpha,BLAA HYPAI XR-I B26-0,1238.59375,-663.0625,12299.96875,Norma Expanse,Norma Expanse,M (Red dwarf) Star,A 3,1,High metal content world,0.2816325476,62,283,,27.26295342,27.2629718,0.000228,Sgt.Glory,
248,Alpha,BLAA HYPAI XR-I B26-0,1238.59375,-663.0625,12299.96875,Norma Expanse,Norma Expanse,M (Red dwarf) Star,A 3,3,High metal content world,0.2816325476,62,283,,27.26295342,27.2629718,0.000228,Sgt.Glory,
249,Beta,BLAA HYPAI XR-I B26-0,1238.59375,-663.0625,12299.96875,Norma Expanse,Norma Expanse,M (Red dwarf) Star,A 3,2,High metal content world,0.2816325476,62,283,,27.26295342,27.2629718,0.000228,Sgt.Glory,
250,Alpha,COL 173 SECTOR XY-Y B30-1,1310.53125,-155.5,-27.65625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 2,2,High metal content world,0.1987916195,581,238,No volcanism,5.539231771,5.539235026,0.000645,Baton,
251,Gamma,COL 173 SECTOR XY-Y B30-1,1310.53125,-155.5,-27.65625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 2,1,High metal content world,0.1987916195,581,238,No volcanism,5.539231771,5.539235026,0.000645,Baton,
252,Gamma,BLAA HYPAI EU-D C13-0,1244.25,-752.1875,12307,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star,B 4,1,High metal content world,0.1785770785,413317,235,No volcanism,4.99991645,5.797376302,0.000512,Baton,
253,Gamma,BLAA HYPAI EU-D C13-0,1244.25,-752.1875,12307,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star,B 4,2,High metal content world,0.1785770785,413317,235,No volcanism,4.99991645,5.797376302,0.000512,Baton,
254,Alpha,BLAA HYPAI EU-D C13-0,1244.25,-752.1875,12307,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star,B 4,3,High metal content world,0.1785770785,413317,235,No volcanism,4.99991645,5.797376302,0.000512,Baton,
255,Alpha,COL 173 SECTOR QU-O D6-25,878.84375,-205.5625,-156.59375,Inner Orion Spur,Inner Orion Spur,F (White) Star,5 B,2,Rocky body,0.1785208153,1282,248,No volcanism,3.006980927,3.007024422,0.000703,Thorinbur,
256,Alpha,PRAI HYPOO WD-A D1-6,-9302.25,-459.46875,7978.78125,Temple,Temple,A (Blue-White) Star,10 A,2,Rocky body,0.1532165753,3237,229,No volcanism,1.603373085,1.603451778,0.000221,Awan,
257,Alpha,PRAI HYPOO WD-A D1-6,-9302.25,-459.46875,7978.78125,Temple,Temple,A (Blue-White) Star,10 A,1,Rocky body,0.1532165753,3237,229,No volcanism,1.603373085,1.603451778,0.000221,Awan,
258,Beta,PRAI HYPOO WD-A D1-6,-9302.25,-459.46875,7978.78125,Temple,Temple,A (Blue-White) Star,10 A,3,Rocky body,0.1532165753,3237,229,No volcanism,1.603373085,1.603451778,0.000221,Awan,
259,Gamma,PRAI HYPOO WD-A D1-41,-9326.09375,-425.46875,7995.59375,Temple,Temple,A (Blue-White) Star,5 C,1,Rocky body,0.3597040126,2420,280,Major Silicate Vapour Geysers,0.4898882831,0.7659401223,0.128845,Copernic Project,
260,Gamma,EORL AUWSY YF-Y B56-16,4953.46875,155.8125,20635.6875,Empyrean Straits,Empyrean Straits,M (Red dwarf) Star,C 3,1,High metal content world,0.2190382941,279459,230,No volcanism,3.604521484,3.60452908,0.002624,Baton,
261,Alpha,EORL AUWSY YF-Y B56-16,4953.46875,155.8125,20635.6875,Empyrean Straits,Empyrean Straits,M (Red dwarf) Star,B 3,2,High metal content world,0.3240100572,279378,279,No volcanism,7.769654225,7.76968316,0.000386,Baton,
262,Gamma,EORL AUWSY YF-Y B56-16,4953.46875,155.8125,20635.6875,Empyrean Straits,Empyrean Straits,M (Red dwarf) Star,B 3,1,High metal content world,0.3240100572,279378,279,No volcanism,7.769654225,7.76968316,0.000386,Baton,
263,Beta,VELA DARK REGION YO-R B4-1,1045.625,-177.53125,-45.40625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 4,1,High metal content world,0.261705251,882,278,No volcanism,12.74096788,12.7409838,0.009767,InfiniteDreamer,
264,Gamma,VELA DARK REGION YO-R B4-1,1045.625,-177.53125,-45.40625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 4,2,High metal content world,0.261705251,882,278,No volcanism,12.74096788,12.7409838,0.009767,InfiniteDreamer,
265,Beta,COL 173 SECTOR QU-O D6-25,878.84375,-205.5625,-156.59375,Inner Orion Spur,Inner Orion Spur,F (White) Star,5 B,1,Rocky body,0.1785208153,1282,248,No volcanism,3.006980927,3.007024422,0.000703,Aethir of Menelaus,
266,Gamma,VELA DARK REGION YO-R B4-1,1045.625,-177.53125,-45.40625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,D 2,1,High metal content world,0.298318372,14995,206,,5.613335142,5.613359375,0.000516,Factabulous,
267,Alpha,COL 173 SECTOR YA-N D7-17,1145.09375,-245.8125,-90.03125,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,A 2,1,High metal content world,0.3847654186,537,250,No volcanism,413.8921296,1.05445204,0.001295,Steve Arthur,
268,Alpha,COL 173 SECTOR YA-N D7-17,1145.09375,-245.8125,-90.03125,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,A 2,2,High metal content world,0.3847654186,537,250,No volcanism,413.8921296,1.05445204,0.001295,RualStorge,
269,Gamma,COL 173 SECTOR YA-N D7-17,1145.09375,-245.8125,-90.03125,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,B 2,1,High metal content world,0.1431831726,96834,220,No volcanism,23.03124421,27.04719329,0.047986,Factabulous,
270,Beta,COL 173 SECTOR PF-E B28-3,870.34375,-156.03125,-92.84375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 1,2,High metal content world,0.1785531171,2261,285,Minor Silicate Vapour Geysers,0.9463589018,1.399556431,0.025323,joulupunikki,
271,Alpha,COL 173 SECTOR PF-E B28-3,870.34375,-156.03125,-92.84375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 1,1,High metal content world,0.1785531171,2261,285,Minor Silicate Vapour Geysers,0.9463589018,1.399556431,0.025323,joulupunikki,
272,Gamma,SYNUEFE CN-H D11-63,610.96875,-145.78125,-57.90625,Inner Orion Spur,Inner Orion Spur,F (White) Star,A 2 B,1,Rocky body,0.2291668423,1484,244,No volcanism,2.31928337,2.319361488,0.000584,Gul.duKat,
273,Alpha,COL 173 SECTOR YF-N C7-5,1073.21875,-392.25,-378.3125,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 2,1,High metal content world,0.2638051549,2154,280,No volcanism,3.633865397,6.038770016,0.16039,Marcus Seldon,
274,Alpha,COL 173 SECTOR YF-N C7-5,1073.21875,-392.25,-378.3125,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 2,2,High metal content world,0.2638051549,2154,280,No volcanism,3.633865397,6.038770016,0.16039,Marcus Seldon,
275,Alpha,COL 173 SECTOR YF-N C7-5,1073.21875,-392.25,-378.3125,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 3,2,High metal content world,0.2167395606,2154,280,No volcanism,3.633865397,4.549837771,0.16039,Marcus Seldon,
276,Beta,COL 173 SECTOR YF-N C7-5,1073.21875,-392.25,-378.3125,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 3,1,High metal content world,0.2167395606,2154,280,No volcanism,3.633865397,4.549837771,0.16039,Marcus Seldon,
277,Gamma,COL 173 SECTOR WG-J C10-16,1067.28125,-138.3125,-258.3125,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,B 1,2,High metal content world,0.3007006056,85351,225,No volcanism,25.51202546,37.95211806,0.085904,Rex Slacker,
278,Gamma,COL 173 SECTOR WG-J C10-16,1067.28125,-138.3125,-258.3125,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,B 1,1,High metal content world,0.3007006056,85351,225,No volcanism,25.51202546,37.95211806,0.085904,Rex Slacker,
279,Beta,COL 173 SECTOR WG-J C10-16,1067.28125,-138.3125,-258.3125,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,B 1,3,High metal content world,0.3007006056,85351,225,No volcanism,25.51202546,37.95211806,0.085904,Rex Slacker,
280,Gamma,COL 173 SECTOR CH-L D8-14,1137.96875,-193.65625,-18.375,Inner Orion Spur,Inner Orion Spur,F (White) Star,D 1,2,High metal content world,0.3301177755,80879,244,No volcanism,25.84783222,25.84795078,0.001524,Ancla,
281,Alpha,COL 173 SECTOR CH-L D8-14,1137.96875,-193.65625,-18.375,Inner Orion Spur,Inner Orion Spur,F (White) Star,D 1,1,High metal content world,0.3301177755,80879,244,No volcanism,25.84783222,25.84795078,0.001524,Ancla,
282,Alpha,COL 173 SECTOR CH-L D8-14,1137.96875,-193.65625,-18.375,Inner Orion Spur,Inner Orion Spur,F (White) Star,D 3,1,High metal content world,0.3293782012,80861,211,No volcanism,3.57424116,4.555575102,0.152122,Ancla,
283,Alpha,COL 173 SECTOR BX-I C10-7,1110.40625,-223.625,-242.6875,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,B 2,1,High metal content world,0.2951761867,25072,284,No volcanism,5.238457031,6.70552228,0.193957,Captain-MD,
284,Beta,COL 173 SECTOR BX-I C10-7,1110.40625,-223.625,-242.6875,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,B 2,3,High metal content world,0.2951761867,25072,284,No volcanism,5.238457031,6.70552228,0.193957,Captain-MD,
285,Gamma,COL 173 SECTOR BX-I C10-7,1110.40625,-223.625,-242.6875,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,B 2,2,High metal content world,0.2951761867,25072,284,No volcanism,5.238457031,6.70552228,0.193957,Captain-MD,
286,Gamma,COL 173 SECTOR BX-I C10-7,1110.40625,-223.625,-242.6875,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,B 3,2,High metal content world,0.3494582054,25072,284,No volcanism,5.238457031,-5.594298322,0.193957,Captain-MD,
287,Gamma,COL 173 SECTOR BX-I C10-7,1110.40625,-223.625,-242.6875,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,B 3,1,High metal content world,0.3494582054,25072,284,No volcanism,5.238457031,-5.594298322,0.193957,Captain-MD,
288,Gamma,COL 173 SECTOR AI-H C11-22,992.6875,-153.625,-213.71875,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,B 1,2,High metal content world,0.2034356025,17809,234,No volcanism,44.68174237,44.68183061,0.000079,Steve Arthur,
289,Alpha,COL 173 SECTOR AI-H C11-22,992.6875,-153.625,-213.71875,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,B 1,3,High metal content world,0.2034356025,17809,234,No volcanism,44.68174237,44.68183061,0.000079,Steve Arthur,
290,Gamma,COL 173 SECTOR AI-H C11-22,992.6875,-153.625,-213.71875,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,B 1,1,High metal content world,0.2034356025,17809,234,No volcanism,44.68174237,44.68183061,0.000079,Steve Arthur,
291,Beta,SYNUEFE DK-D B46-4,652.9375,-63.90625,-80.78125,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,C 1,1,High metal content world,0.3463495982,80754,283,No volcanism,2.765644549,2.76565771,0.001258,GURU-951,
292,Gamma,COL 173 SECTOR HI-M A55-0,1147.4375,-43.9375,-113.21875,Inner Orion Spur,Inner Orion Spur,L (Brown dwarf) Star,A 3,1,High metal content world,0.1833482744,21,240,Major Silicate Vapour Geysers,0.3990889938,0.58074273,0.021697,Steve Arthur,
293,Gamma,COL 173 SECTOR HI-M A55-0,1147.4375,-43.9375,-113.21875,Inner Orion Spur,Inner Orion Spur,L (Brown dwarf) Star,A 2,1,High metal content world,0.2233749229,16,273,No volcanism,5.206196832,5.141369719,0.001839,Steve Arthur,
294,Alpha,COL 173 SECTOR HI-M A55-0,1147.4375,-43.9375,-113.21875,Inner Orion Spur,Inner Orion Spur,L (Brown dwarf) Star,A 2,2,High metal content world,0.2233749229,16,273,No volcanism,5.206196832,5.141369719,0.001839,Steve Arthur,
295,Gamma,PRAI HYPOO PC-C D50,-9371.3125,-408.5,7899.71875,Temple,Temple,A (Blue-White) Star,C 1,2,High metal content world,0.2155421345,475983,215,No volcanism,214.7976309,1.401553799,0.000771,Petey4335,
296,Gamma,PRAI HYPOO PC-C D50,-9371.3125,-408.5,7899.71875,Temple,Temple,A (Blue-White) Star,C 1,3,High metal content world,0.2155421345,475983,215,No volcanism,214.7976309,1.401553799,0.000771,Petey4335,
297,Gamma,PRAI HYPOO PC-C D50,-9371.3125,-408.5,7899.71875,Temple,Temple,A (Blue-White) Star,C 1,1,High metal content world,0.2155421345,475983,215,No volcanism,214.7976309,1.401553799,0.000771,Petey4335,
298,Alpha,BLAE EORK NE-E D13-25,8670.0625,-65.1875,2680.59375,Outer Orion Spur,Outer Orion Spur,F (White) Star,B 2,3,High metal content world,0.1899756256,10161,227,No volcanism,135.7236921,1.684328885,0.000825,SHINIGAMI,
299,Alpha,COL 173 SECTOR EM-L D8-60,1511.21875,-177.4375,7.40625,Inner Orion Spur,Inner Orion Spur,F (White) Star,8 A,2,Rocky body,0.2619478871,1110,242,No volcanism,3.648345992,3.648411097,0.006853,FrankCrusing,
300,Gamma,COL 173 SECTOR EM-L D8-60,1511.21875,-177.4375,7.40625,Inner Orion Spur,Inner Orion Spur,F (White) Star,8 A,1,Rocky body,0.2619478871,1110,242,No volcanism,3.648345992,3.648411097,0.006853,FrankCrusing,
301,Alpha,COL 173 SECTOR EM-L D8-27,1480.5,-182.3125,8,Inner Orion Spur,Inner Orion Spur,F (White) Star,4 A,1,Rocky body,0.2315140146,1716,228,No volcanism,2.342457321,2.301403356,0.000262,Captain-MD,
302,Gamma,COL 173 SECTOR EM-L D8-27,1480.5,-182.3125,8,Inner Orion Spur,Inner Orion Spur,F (White) Star,4 A,2,Rocky body,0.2315140146,1716,228,No volcanism,2.342457321,2.301403356,0.000262,Captain-MD,
303,Beta,COL 173 SECTOR KN-J D9-22,1514.8125,-263.875,75.125,Inner Orion Spur,Inner Orion Spur,F (White) Star,5 A,1,Rocky body,0.1216740706,2063,211,No volcanism,2.191203885,2.191237703,0.000145,Insane Golgotha,
304,Alpha,COL 173 SECTOR KN-J D9-22,1514.8125,-263.875,75.125,Inner Orion Spur,Inner Orion Spur,F (White) Star,5 A,2,Rocky body,0.1216740706,2063,211,No volcanism,2.191203885,2.191237703,0.000145,Insane Golgotha,
305,Alpha,COL 173 SECTOR IE-R B34-3,1563.8125,-244.625,39.34375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 2,1,High metal content world,0.1758374523,4273,280,Major Silicate Vapour Geysers,0.3121547897,0.4603184679,0.154629,Insane Golgotha,
306,Alpha,COL 173 SECTOR IE-R B34-3,1563.8125,-244.625,39.34375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 2,2,High metal content world,0.1758374523,4273,280,Major Silicate Vapour Geysers,0.3121547897,0.4603184679,0.154629,Insane Golgotha,
307,Gamma,PRAI HYPOO NQ-F B2-3,-9324.5625,-339.03125,7954.53125,Temple,Temple,M (Red dwarf) Star,C 1,2,High metal content world,0.2907600771,204455,278,No volcanism,1.589689128,1.589693649,0.000342,Insane Golgotha,
308,Beta,PRAI HYPOO NQ-F B2-3,-9324.5625,-339.03125,7954.53125,Temple,Temple,M (Red dwarf) Star,C 1,3,High metal content world,0.2907600771,204455,278,No volcanism,1.589689128,1.589693649,0.000342,Insane Golgotha,
309,Gamma,PRAI HYPOO NQ-F B2-3,-9324.5625,-339.03125,7954.53125,Temple,Temple,M (Red dwarf) Star,C 1,1,High metal content world,0.2907600771,204455,278,No volcanism,1.589689128,1.589693649,0.000342,Insane Golgotha,
310,Gamma,COL 173 SECTOR RF-D C13-12,1108.5,-271.90625,-123.4375,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,C 3,2,High metal content world,0.4063596698,127736,289,No volcanism,20.31038895,-20.3130366,0.000192,Toxophilite,
311,Alpha,COL 173 SECTOR RF-D C13-12,1108.5,-271.90625,-123.4375,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,C 3,3,High metal content world,0.4063596698,127736,289,No volcanism,20.31038895,-20.3130366,0.000192,Toxophilite,
312,Gamma,COL 173 SECTOR RF-D C13-12,1108.5,-271.90625,-123.4375,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,C 3,1,High metal content world,0.4063596698,127736,289,No volcanism,20.31038895,-20.3130366,0.000192,Toxophilite,
313,Gamma,COL 173 SECTOR UU-O D6-30,1196.6875,-225.84375,-161.5,Inner Orion Spur,Inner Orion Spur,F (White) Star,4 F,1,Rocky body,0.1345273759,926,279,No volcanism,17.39441245,-17.39451047,0.001128,Qianas,[Duplicate]
314,Alpha,GRAEA HYPUE QL-V B19-15,-819.125,-623.34375,13440.4375,Norma Expanse,Norma Expanse,M (Red dwarf) Star,C 3,1,High metal content world,0.2491647941,77658,296,Major Silicate Vapour Geysers,0.410201435,0.6695125695,0.03328,Namix,
315,Gamma,GRAEA HYPUE QL-V B19-15,-819.125,-623.34375,13440.4375,Norma Expanse,Norma Expanse,M (Red dwarf) Star,C 3,2,High metal content world,0.2491647941,77658,296,Major Silicate Vapour Geysers,0.410201435,0.6695125695,0.03328,Namix,
316,Alpha,GRAEA HYPUE QL-V B19-15,-819.125,-623.34375,13440.4375,Norma Expanse,Norma Expanse,M (Red dwarf) Star,C 4,2,High metal content world,0.208885461,77698,296,Major Silicate Vapour Geysers,0.410201416,0.5190280491,0.03328,Namix,
317,Gamma,GRAEA HYPUE QL-V B19-15,-819.125,-623.34375,13440.4375,Norma Expanse,Norma Expanse,M (Red dwarf) Star,C 4,1,High metal content world,0.208885461,77698,296,Major Silicate Vapour Geysers,0.410201416,0.5190280491,0.03328,Namix,
318,Alpha,GRAEA HYPUE QL-V B19-15,-819.125,-623.34375,13440.4375,Norma Expanse,Norma Expanse,M (Red dwarf) Star,D 2,1,High metal content world,0.1815767762,77658,284,Major Rocky Magma,1.788774595,1.740713976,0.00315,Namix,
