SiteId,Type,Journal Name,Entry Id,System Name,x,y,z,Region (Calculated),Region (Journal),Primary Star,Body Name,POI Id,Body Sub Type,Gravity,Distance To Arrival,Surface Temperature,Volcanism,Orbital Period,Rotational Period,Orbital Eccentricity,Discovered By,Discovered By,Discovered By,Discovered By,Discovered By
9409,Lividum Brain Tree,codex_ent_seedefgh,2100205,ETA CARINA SECTOR EL-Y D16,8636.59375,-156.1875,2686.71875,Outer Orion Spur,Outer Orion Spur,F (White) Star, ABC 2 A,14,Rocky body,0.2249180667,1058,361,Metallic Magma,1.086316161,1.049460478,0.000374,felsen83,felsen83,,,
9410,Lividum Brain Tree,codex_ent_seedefgh,2100205,ETA CARINA SECTOR EL-Y D16,8636.59375,-156.1875,2686.71875,Outer Orion Spur,Outer Orion Spur,F (White) Star, ABC 2 A,23,Rocky body,0.2249180667,1058,361,Metallic Magma,1.086316161,1.049460478,0.000374,felsen83,felsen83,,,
9411,Lividum Brain Tree,codex_ent_seedefgh,2100205,ETA CARINA SECTOR EL-Y D16,8636.59375,-156.1875,2686.71875,Outer Orion Spur,Outer Orion Spur,F (White) Star, ABC 2 A,7,Rocky body,0.2249180667,1058,361,Metallic Magma,1.086316161,1.049460478,0.000374,felsen83,felsen83,,,
9412,Roseum Brain Tree,codex_ent_seed,2100201,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 1 A A,23,Rocky body,0.1007335334,2458,435,Minor Metallic Magma,1.103190126,1.103192934,0.008245,Grimscrub,Grimscrub,,,
9413,Roseum Brain Tree,codex_ent_seed,2100201,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 1 A A,24,Rocky body,0.1007335334,2458,435,Minor Metallic Magma,1.103190126,1.103192934,0.008245,Grimscrub,Grimscrub,,,
9414,Roseum Brain Tree,codex_ent_seed,2100201,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 1 A A,22,Rocky body,0.1007335334,2458,435,Minor Metallic Magma,1.103190126,1.103192934,0.008245,Grimscrub,Grimscrub,,,
9415,Roseum Brain Tree,codex_ent_seed,2100201,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 1 A A,21,Rocky body,0.1007335334,2458,435,Minor Metallic Magma,1.103190126,1.103192934,0.008245,Grimscrub,Grimscrub,,,
9416,Lividum Brain Tree,codex_ent_seedefgh,2100205,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 1 A A,20,Rocky body,0.1007335334,2458,435,Minor Metallic Magma,1.103190126,1.103192934,0.008245,Grimscrub,Grimscrub,,,
9417,Lividum Brain Tree,codex_ent_seedefgh,2100205,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 1 A A,19,Rocky body,0.1007335334,2458,435,Minor Metallic Magma,1.103190126,1.103192934,0.008245,Grimscrub,Grimscrub,,,
9418,Lividum Brain Tree,codex_ent_seedefgh,2100205,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 1 A A,18,Rocky body,0.1007335334,2458,435,Minor Metallic Magma,1.103190126,1.103192934,0.008245,Grimscrub,Grimscrub,,,
9419,Lividum Brain Tree,codex_ent_seedefgh,2100205,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 1 A A,17,Rocky body,0.1007335334,2458,435,Minor Metallic Magma,1.103190126,1.103192934,0.008245,Grimscrub,Grimscrub,,,
9420,Lividum Brain Tree,codex_ent_seedefgh,2100205,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 1 A A,16,Rocky body,0.1007335334,2458,435,Minor Metallic Magma,1.103190126,1.103192934,0.008245,Grimscrub,Grimscrub,,,
9421,Aureum Brain Tree,codex_ent_seedefgh_01,2100206,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 1 A A,15,Rocky body,0.1007335334,2458,435,Minor Metallic Magma,1.103190126,1.103192934,0.008245,Grimscrub,Grimscrub,,,
9422,Lividum Brain Tree,codex_ent_seedefgh,2100205,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 1 A A,14,Rocky body,0.1007335334,2458,435,Minor Metallic Magma,1.103190126,1.103192934,0.008245,Grimscrub,Grimscrub,,,
9423,Lividum Brain Tree,codex_ent_seedefgh,2100205,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 1 A A,13,Rocky body,0.1007335334,2458,435,Minor Metallic Magma,1.103190126,1.103192934,0.008245,Grimscrub,Grimscrub,,,
9424,Lividum Brain Tree,codex_ent_seedefgh,2100205,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 1 A A,12,Rocky body,0.1007335334,2458,435,Minor Metallic Magma,1.103190126,1.103192934,0.008245,Grimscrub,Grimscrub,,,
9425,Lividum Brain Tree,codex_ent_seedefgh,2100205,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 1 A A,11,Rocky body,0.1007335334,2458,435,Minor Metallic Magma,1.103190126,1.103192934,0.008245,Grimscrub,Grimscrub,,,
9426,Lividum Brain Tree,codex_ent_seedefgh,2100205,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 1 A A,10,Rocky body,0.1007335334,2458,435,Minor Metallic Magma,1.103190126,1.103192934,0.008245,Grimscrub,Grimscrub,,,
9427,Lividum Brain Tree,codex_ent_seedefgh,2100205,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 1 A A,9,Rocky body,0.1007335334,2458,435,Minor Metallic Magma,1.103190126,1.103192934,0.008245,Grimscrub,Grimscrub,,,
9428,Lividum Brain Tree,codex_ent_seedefgh,2100205,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 1 A A,8,Rocky body,0.1007335334,2458,435,Minor Metallic Magma,1.103190126,1.103192934,0.008245,Grimscrub,Grimscrub,,,
9429,Lividum Brain Tree,codex_ent_seedefgh,2100205,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 1 A A,7,Rocky body,0.1007335334,2458,435,Minor Metallic Magma,1.103190126,1.103192934,0.008245,Grimscrub,Grimscrub,,,
9430,Lividum Brain Tree,codex_ent_seedefgh,2100205,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 1 A A,6,Rocky body,0.1007335334,2458,435,Minor Metallic Magma,1.103190126,1.103192934,0.008245,Grimscrub,Grimscrub,,,
9431,Roseum Brain Tree,codex_ent_seed,2100201,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 1 A A,5,Rocky body,0.1007335334,2458,435,Minor Metallic Magma,1.103190126,1.103192934,0.008245,Grimscrub,Grimscrub,,,
9432,Roseum Brain Tree,codex_ent_seed,2100201,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 1 A A,4,Rocky body,0.1007335334,2458,435,Minor Metallic Magma,1.103190126,1.103192934,0.008245,Grimscrub,Grimscrub,,,
9433,Roseum Brain Tree,codex_ent_seed,2100201,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 1 A A,3,Rocky body,0.1007335334,2458,435,Minor Metallic Magma,1.103190126,1.103192934,0.008245,Grimscrub,Grimscrub,,,
9434,Roseum Brain Tree,codex_ent_seed,2100201,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 1 A A,2,Rocky body,0.1007335334,2458,435,Minor Metallic Magma,1.103190126,1.103192934,0.008245,Grimscrub,Grimscrub,,,
9435,Roseum Brain Tree,codex_ent_seed,2100201,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 1 A A,1,Rocky body,0.1007335334,2458,435,Minor Metallic Magma,1.103190126,1.103192934,0.008245,Grimscrub,Grimscrub,,,
9436,Roseum Brain Tree,codex_ent_seed,2100201,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 2 A,5,Rocky body,0.2374293041,4315,288,Metallic Magma,0.9715401602,0.9716109821,0.000044,Grimscrub,Grimscrub,,,
9437,Roseum Brain Tree,codex_ent_seed,2100201,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 2 A,4,Rocky body,0.2374293041,4315,288,Metallic Magma,0.9715401602,0.9716109821,0.000044,Grimscrub,Grimscrub,,,
9438,Roseum Brain Tree,codex_ent_seed,2100201,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 2 A,3,Rocky body,0.2374293041,4315,288,Metallic Magma,0.9715401602,0.9716109821,0.000044,Grimscrub,Grimscrub,,,
9439,Roseum Brain Tree,codex_ent_seed,2100201,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 2 A,2,Rocky body,0.2374293041,4315,288,Metallic Magma,0.9715401602,0.9716109821,0.000044,Grimscrub,Grimscrub,,,
9440,Roseum Brain Tree,codex_ent_seed,2100201,HIP 33517,585.4375,-194.6875,-143.09375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 2 A,1,Rocky body,0.2374293041,4315,288,Metallic Magma,0.9715401602,0.9716109821,0.000044,Grimscrub,Grimscrub,,,
9441,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE OY-N C8-40,-619,-485.53125,13378.71875,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star, 1 A,7,Rocky body,0.1570473721,1237,210,Major Silicate Vapour Geysers,0.8292311389,0.8292420255,0.001385,Insane Golgotha,Insane Golgotha,,,
9442,Roseum Brain Tree,codex_ent_seed,2100201,ETA CARINA SECTOR FL-Y D15,8665.25,-180.71875,2682.71875,Outer Orion Spur,Outer Orion Spur,G (White-Yellow) Star, 1 E A,1,Rocky body,0.06127935848,982,238,Major Silicate Vapour Geysers,0.4285537051,0.4307953557,,felsen83,felsen83,,,
9443,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE ND-O C8-35,-582.78125,-440,13409.3125,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star,4,6,High metal content world,1.37883179,52,434,Minor Silicate Vapour Geysers,17.02618544,17.05050742,0.000024,Insane Golgotha,Insane Golgotha,,,
9444,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE JC-T D4-284,-571.28125,-466.96875,13416.125,Norma Expanse,Norma Expanse,F (White) Star, 6 A,2,Rocky body,0.2897655989,4882,248,Metallic Magma,0.9303525849,0.9303747096,0.001538,Insane Golgotha,Insane Golgotha,,,
9445,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE YF-F B15-5,-577.71875,-505.84375,13344.5,Norma Expanse,Norma Expanse,M (Red dwarf) Star, C 1,3,High metal content world,0.1868768569,16089,381,Major Silicate Vapour Geysers,0.7756118352,0.7756127828,0.000277,Insane Golgotha,Insane Golgotha,,,
9446,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE KS-P C7-27,-588.84375,-501.875,13342.09375,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star, B 2 A,1,Metal-rich body,0.08826335577,175,1224,Major Silicate Vapour Geysers,0.3719759691,0.3744274872,,Insane Golgotha,Insane Golgotha,,,
9447,Roseum Brain Tree,codex_ent_seed,2100201,ETA CARINA SECTOR FL-Y D15,8665.25,-180.71875,2682.71875,Outer Orion Spur,Outer Orion Spur,G (White-Yellow) Star, 1 E A,4,Rocky body,0.06127935848,982,238,Major Silicate Vapour Geysers,0.4285537051,0.4307953557,,felsen83,felsen83,,,
9448,Roseum Brain Tree,codex_ent_seed,2100201,ETA CARINA SECTOR FL-Y D15,8665.25,-180.71875,2682.71875,Outer Orion Spur,Outer Orion Spur,G (White-Yellow) Star, 1 E A,7,Rocky body,0.06127935848,982,238,Major Silicate Vapour Geysers,0.4285537051,0.4307953557,,felsen83,felsen83,,,
9449,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,ETA CARINA SECTOR EL-Y D15,8653.8125,-150,2685.4375,Outer Orion Spur,Outer Orion Spur,A (Blue-White) Star, B 1,1,High metal content world,1.32264793,5558,802,Minor Metallic Magma,18.8145414,18.81464226,0.000024,felsen83,felsen83,,,
9450,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,ETA CARINA SECTOR EL-Y D15,8653.8125,-150,2685.4375,Outer Orion Spur,Outer Orion Spur,A (Blue-White) Star, B 1,6,High metal content world,1.32264793,5558,802,Minor Metallic Magma,18.8145414,18.81464226,0.000024,felsen83,felsen83,,,
9451,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,ETA CARINA SECTOR EL-Y D15,8653.8125,-150,2685.4375,Outer Orion Spur,Outer Orion Spur,A (Blue-White) Star, B 1,9,High metal content world,1.32264793,5558,802,Minor Metallic Magma,18.8145414,18.81464226,0.000024,felsen83,felsen83,,,
9452,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,ETA CARINA SECTOR EL-Y D15,8653.8125,-150,2685.4375,Outer Orion Spur,Outer Orion Spur,A (Blue-White) Star, B 1,14,High metal content world,1.32264793,5558,802,Minor Metallic Magma,18.8145414,18.81464226,0.000024,felsen83,felsen83,,,
9453,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,ETA CARINA SECTOR EL-Y D32,8606,-157.71875,2673.53125,Outer Orion Spur,Outer Orion Spur,F (White) Star,2,1,High metal content world,0.2883512888,39,991,Minor Silicate Vapour Geysers,1.06393997,1.470392063,0.18913,felsen83,felsen83,,,
9454,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,ETA CARINA SECTOR EL-Y D32,8606,-157.71875,2673.53125,Outer Orion Spur,Outer Orion Spur,F (White) Star,2,9,High metal content world,0.2883512888,39,991,Minor Silicate Vapour Geysers,1.06393997,1.470392063,0.18913,felsen83,felsen83,,,
9455,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,ETA CARINA SECTOR EL-Y D9,8597.8125,-117.75,2633.125,Outer Orion Spur,Outer Orion Spur,F (White) Star, 1 A,1,Rocky body,0.102150132,2134,216,Metallic Magma,1.009899129,0.9660171521,0.000791,felsen83,felsen83,,,
9456,Lividum Brain Tree,codex_ent_seedefgh,2100205,IHA2007 N2516-1-6-1655,1178.21875,-337.5,91.34375,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, A 6 A,10,Rocky body,0.04709335663,229,319,Major Silicate Vapour Geysers,0.3887321248,0.5876663295,0.022495,Qianas,Qianas,,,
9457,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,ETA CARINA SECTOR EL-Y D9,8597.8125,-117.75,2633.125,Outer Orion Spur,Outer Orion Spur,F (White) Star, 1 A,7,Rocky body,0.102150132,2134,216,Metallic Magma,1.009899129,0.9660171521,0.000791,felsen83,felsen83,,,
9458,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,ETA CARINA SECTOR EL-Y D9,8597.8125,-117.75,2633.125,Outer Orion Spur,Outer Orion Spur,F (White) Star, 1 A,9,Rocky body,0.102150132,2134,216,Metallic Magma,1.009899129,0.9660171521,0.000791,felsen83,felsen83,,,
9459,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,ETA CARINA SECTOR EL-Y D23,8645.25,-130.75,2639.0625,Outer Orion Spur,Outer Orion Spur,A (Blue-White) Star,3,1,High metal content world,1.610755574,173,609,Metallic Magma,61.280141,61.28375173,0.000015,felsen83,felsen83,,,
9460,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,ETA CARINA SECTOR EL-Y D23,8645.25,-130.75,2639.0625,Outer Orion Spur,Outer Orion Spur,A (Blue-White) Star,3,3,High metal content world,1.610755574,173,609,Metallic Magma,61.280141,61.28375173,0.000015,felsen83,felsen83,,,
9461,Roseum Brain Tree,codex_ent_seed,2100201,ETA CARINA SECTOR EL-Y D23,8645.25,-130.75,2639.0625,Outer Orion Spur,Outer Orion Spur,A (Blue-White) Star,4,1,High metal content world,2.278867679,301,462,Major Silicate Vapour Geysers,139.9832329,139.9914825,0.000913,felsen83,felsen83,,,
9462,Lindigoticum Brain Tree,codex_ent_seedefgh_03,2100208,ETA CARINA SECTOR EL-Y D23,8645.25,-130.75,2639.0625,Outer Orion Spur,Outer Orion Spur,A (Blue-White) Star,4,9,High metal content world,2.278867679,301,462,Major Silicate Vapour Geysers,139.9832329,139.9914825,0.000913,felsen83,felsen83,,,
9463,Lindigoticum Brain Tree,codex_ent_seedefgh_03,2100208,ETA CARINA SECTOR EL-Y D23,8645.25,-130.75,2639.0625,Outer Orion Spur,Outer Orion Spur,A (Blue-White) Star,4,14,High metal content world,2.278867679,301,462,Major Silicate Vapour Geysers,139.9832329,139.9914825,0.000913,felsen83,felsen83,,,
9464,Roseum Brain Tree,codex_ent_seed,2100201,ETA CARINA SECTOR EL-Y D23,8645.25,-130.75,2639.0625,Outer Orion Spur,Outer Orion Spur,A (Blue-White) Star,4,22,High metal content world,2.278867679,301,462,Major Silicate Vapour Geysers,139.9832329,139.9914825,0.000913,felsen83,felsen83,,,
9465,Roseum Brain Tree,codex_ent_seed,2100201,ETA CARINA SECTOR EL-Y D23,8645.25,-130.75,2639.0625,Outer Orion Spur,Outer Orion Spur,A (Blue-White) Star,4,21,High metal content world,2.278867679,301,462,Major Silicate Vapour Geysers,139.9832329,139.9914825,0.000913,felsen83,felsen83,,,
9466,Aureum Brain Tree,codex_ent_seedefgh_01,2100206,ETA CARINA SECTOR EL-Y D23,8645.25,-130.75,2639.0625,Outer Orion Spur,Outer Orion Spur,A (Blue-White) Star,4,16,High metal content world,2.278867679,301,462,Major Silicate Vapour Geysers,139.9832329,139.9914825,0.000913,felsen83,felsen83,,,
9467,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE FW-U D3-282,-622.125,-450,13351.78125,Norma Expanse,Norma Expanse,F (White) Star, 1 D,1,Rocky body,0.05523551693,1533,207,Major Silicate Vapour Geysers,0.3848615689,0.5067909746,0.061602,Insane Golgotha,Insane Golgotha,,,
9468,Roseum Brain Tree,codex_ent_seed,2100201,ETA CARINA SECTOR EL-Y D31,8601.46875,-174.71875,2631.53125,Outer Orion Spur,Outer Orion Spur,F (White) Star, A 1 A,2,Rocky body,0.1168602506,1406,292,Minor Metallic Magma,1.082690853,1.082692943,0.006115,felsen83,felsen83,,,
9469,Roseum Brain Tree,codex_ent_seed,2100201,ETA CARINA SECTOR EL-Y D31,8601.46875,-174.71875,2631.53125,Outer Orion Spur,Outer Orion Spur,F (White) Star, A 1 A,5,Rocky body,0.1168602506,1406,292,Minor Metallic Magma,1.082690853,1.082692943,0.006115,felsen83,felsen83,,,
9470,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,ETA CARINA SECTOR EL-Y D31,8601.46875,-174.71875,2631.53125,Outer Orion Spur,Outer Orion Spur,F (White) Star, A 1 A,11,Rocky body,0.1168602506,1406,292,Minor Metallic Magma,1.082690853,1.082692943,0.006115,felsen83,felsen83,,,
9471,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,ETA CARINA SECTOR EL-Y D31,8601.46875,-174.71875,2631.53125,Outer Orion Spur,Outer Orion Spur,F (White) Star, A 1 A,20,Rocky body,0.1168602506,1406,292,Minor Metallic Magma,1.082690853,1.082692943,0.006115,felsen83,felsen83,,,
9472,Roseum Brain Tree,codex_ent_seed,2100201,ETA CARINA SECTOR EL-Y D31,8601.46875,-174.71875,2631.53125,Outer Orion Spur,Outer Orion Spur,F (White) Star, B 3 A,1,Rocky body,0.1451393426,78580,365,Minor Metallic Magma,1.096605613,1.113359312,,felsen83,felsen83,,,
9473,Lividum Brain Tree,codex_ent_seedefgh,2100205,GRAEA HYPUE GR-U D3-63,-665.53125,-532.59375,13388.90625,Norma Expanse,Norma Expanse,A (Blue-White) Star, AB 6 A A,5,Rocky body,0.0620847098,1672,341,Major Silicate Vapour Geysers,0.1982340106,0.2003192761,,Insane Golgotha,Insane Golgotha,,,
9474,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE GR-U D3-159,-671.15625,-535.125,13395.78125,Norma Expanse,Norma Expanse,A (Blue-White) Star,4,3,High metal content world,1.204405552,308,435,Major Rocky Magma,150.8248625,150.8270401,0.0003,Insane Golgotha,Insane Golgotha,,,
9475,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE TU-L C9-14,-723.125,-581.59375,13425,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star,1,1,High metal content world,0.06078060648,12,845,Minor Rocky Magma,2.094665887,2.096950757,0.000006,Insane Golgotha,Insane Golgotha,,,
9476,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE EN-H D11-118,761.9375,-113.8125,-94.53125,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, B 1,6,High metal content world,0.0389885065,37540,461,Minor Metallic Magma,1.277182734,1.221085222,0.000003,EmulatedPenguin,EmulatedPenguin,,,
9477,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,ETA CARINA SECTOR EL-Y D33,8635.375,-126.4375,2667.09375,Outer Orion Spur,Outer Orion Spur,G (White-Yellow) Star,3,1,High metal content world,1.24980623,104,515,Minor Metallic Magma,36.27507016,36.33404823,0.000216,felsen83,felsen83,,,
9478,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE KY-P D6-26,463.03125,-298.9375,-480.34375,Inner Orion Spur,Inner Orion Spur,F (White) Star, A 1,2,High metal content world,1.009536683,200,483,Major Rocky Magma,84.18824938,84.19528769,0.000544,EmulatedPenguin,EmulatedPenguin,,,
9479,Roseum Brain Tree,codex_ent_seed,2100201,ETA CARINA SECTOR JH-V C2-8,8609.625,-117.21875,2699.28125,Outer Orion Spur,Outer Orion Spur,K (Yellow-Orange) Star, A 4,1,High metal content world,1.015571315,105,460,Major Rocky Magma,39.11032652,39.14679561,0.000005,felsen83,felsen83,,,
9480,Roseum Brain Tree,codex_ent_seed,2100201,ETA CARINA SECTOR JH-V C2-8,8609.625,-117.21875,2699.28125,Outer Orion Spur,Outer Orion Spur,K (Yellow-Orange) Star, A 4,2,High metal content world,1.015571315,105,460,Major Rocky Magma,39.11032652,39.14679561,0.000005,felsen83,felsen83,,,
9481,Roseum Brain Tree,codex_ent_seed,2100201,ETA CARINA SECTOR JH-V C2-8,8609.625,-117.21875,2699.28125,Outer Orion Spur,Outer Orion Spur,K (Yellow-Orange) Star, A 4,3,High metal content world,1.015571315,105,460,Major Rocky Magma,39.11032652,39.14679561,0.000005,felsen83,felsen83,,,
9482,Roseum Brain Tree,codex_ent_seed,2100201,ETA CARINA SECTOR JH-V C2-8,8609.625,-117.21875,2699.28125,Outer Orion Spur,Outer Orion Spur,K (Yellow-Orange) Star, A 4,4,High metal content world,1.015571315,105,460,Major Rocky Magma,39.11032652,39.14679561,0.000005,felsen83,felsen83,,,
9483,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE FJ-G B44-5,720.5,-118.75,-123.6875,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, 3 A,14,Rocky body,0.1644429041,50,311,Minor Silicate Vapour Geysers,1.381107778,1.396449059,,V-4-VENDETTA,V-4-VENDETTA,,,
9484,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE HR-L C24-20,470.46875,-132.75,-9.875,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, A 4,2,High metal content world,0.9385554137,104,451,Major Rocky Magma,40.64550209,40.71147138,0.000028,Alkibiades,Alkibiades,,,
9485,Roseum Brain Tree,codex_ent_seed,2100201,ETA CARINA SECTOR NX-T B3-0,8623.125,-139.5,2686.40625,Outer Orion Spur,Outer Orion Spur,M (Red dwarf) Star, B 3 A,1,Rocky body,0.1626868376,870,206,Metallic Magma,0.9318340501,0.9733791101,,felsen83,felsen83,,,
9486,Roseum Brain Tree,codex_ent_seed,2100201,ETA CARINA SECTOR HB-X C1-0,8661.59375,-143.1875,2671.78125,Outer Orion Spur,Outer Orion Spur,K (Yellow-Orange) Star, 3 A,1,Rocky body,0.09485457029,61,442,Metallic Magma,0.8655034006,0.87223904,,felsen83,felsen83,,,
9487,Lividum Brain Tree,codex_ent_seedefgh,2100205,ETA CARINA SECTOR HB-X C1-0,8661.59375,-143.1875,2671.78125,Outer Orion Spur,Outer Orion Spur,K (Yellow-Orange) Star, 3 A,4,Rocky body,0.09485457029,61,442,Metallic Magma,0.8655034006,0.87223904,,felsen83,felsen83,,,
9488,Lividum Brain Tree,codex_ent_seedefgh,2100205,ETA CARINA SECTOR HB-X C1-0,8661.59375,-143.1875,2671.78125,Outer Orion Spur,Outer Orion Spur,K (Yellow-Orange) Star, 3 A,8,Rocky body,0.09485457029,61,442,Metallic Magma,0.8655034006,0.87223904,,felsen83,felsen83,,,
9489,Roseum Brain Tree,codex_ent_seed,2100201,ETA CARINA SECTOR HB-X C1-0,8661.59375,-143.1875,2671.78125,Outer Orion Spur,Outer Orion Spur,K (Yellow-Orange) Star, 3 A,13,Rocky body,0.09485457029,61,442,Metallic Magma,0.8655034006,0.87223904,,felsen83,felsen83,,,
9490,Roseum Brain Tree,codex_ent_seed,2100201,ETA CARINA SECTOR HB-X C1-0,8661.59375,-143.1875,2671.78125,Outer Orion Spur,Outer Orion Spur,K (Yellow-Orange) Star, 3 A,17,Rocky body,0.09485457029,61,442,Metallic Magma,0.8655034006,0.87223904,,felsen83,felsen83,,,
9491,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,ETA CARINA SECTOR SS-T B3-0,8675.59375,-163.65625,2680.28125,Outer Orion Spur,Outer Orion Spur,M (Red dwarf) Star,1,1,High metal content world,0.06696030587,7,793,Minor Metallic Magma,1.010667084,1.017081756,,felsen83,felsen83,,,
9492,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,ETA CARINA SECTOR SS-T B3-0,8675.59375,-163.65625,2680.28125,Outer Orion Spur,Outer Orion Spur,M (Red dwarf) Star,1,8,High metal content world,0.06696030587,7,793,Minor Metallic Magma,1.010667084,1.017081756,,felsen83,felsen83,,,
9493,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,ETA CARINA SECTOR SS-T B3-0,8675.59375,-163.65625,2680.28125,Outer Orion Spur,Outer Orion Spur,M (Red dwarf) Star,1,11,High metal content world,0.06696030587,7,793,Minor Metallic Magma,1.010667084,1.017081756,,felsen83,felsen83,,,
9494,Roseum Brain Tree,codex_ent_seed,2100201,BLAE EORK PZ-D D13-13,8680.375,-178.90625,2685.15625,Outer Orion Spur,Outer Orion Spur,A (Blue-White) Star, ABC 1 A,1,Rocky body,0.1197192863,2905,273,Minor Metallic Magma,1.335836533,1.283101647,0.002385,felsen83,felsen83,,,
